DATE_TIME,SOURCE_KEY,DC_POWER,DAILY_YIELD,TOTAL_YIELD,AC_POWER
11-06-2020 07:15,WRmjgnKYAwPKWDb,1208.25,57.25,7227424.250,117.5
15-06-2020 14:45,pkci93gMrogZuBj,7302.43,5573.29,7401995.286,714.886
21-05-2020 16:30,ih0vzX44oOqAx2f,4292.86,7406.86,6233347.857,421.414
17-06-2020 04:45,iCRJl6heRkivqQ3,0,0,7420306.000,0
10-06-2020 10:15,1BY6WEcLGh8j5v7,6561.71,1591.71,6440661.714,642.786
16-06-2020 19:45,bvBOhCH3iADSZry,0,5757,6533549.000,0
04-06-2020 14:45,1IF53ai7Xc0U56Y,10267.4,6269.14,6338928.143,1002.79
24-05-2020 08:45,sjndEbLyjtCKgGv,4841.38,806.125,7082255.125,474.988
24-05-2020 01:30,uHbuxQJl8lW7ozc,0,0,7103746.000,0
04-06-2020 06:00,iCRJl6heRkivqQ3,48.1429,0,7325696.000,4.65714
07-06-2020 01:15,VHMLBKoKgIrUVDU,0,0,7377989.000,0
10-06-2020 15:30,YxYtjZvoooNbGkE,4724.71,5685,7378953.000,463.6
04-06-2020 22:45,iCRJl6heRkivqQ3,0,0,7334000.000,0
22-05-2020 16:45,YxYtjZvoooNbGkE,1950,6951.25,7235985.250,191.162
09-06-2020 18:00,sjndEbLyjtCKgGv,867.143,8147.43,7209072.429,84.1571
12-06-2020 05:30,YxYtjZvoooNbGkE,0,0,7385279.000,0
18-05-2020 22:45,sjndEbLyjtCKgGv,0,5351,7042405.000,0
31-05-2020 18:45,1BY6WEcLGh8j5v7,0,5803,6377931.000,0
25-05-2020 10:00,ZnxXDlPa8U1GXgE,10733,1937.88,6597693.875,1049.01
10-06-2020 13:15,wCURE6d3bPkepu2,7833.75,4288.88,6980268.875,766.263
25-05-2020 13:15,ih0vzX44oOqAx2f,11737.7,5093,6261587.000,1144.43
17-05-2020 20:00,pkci93gMrogZuBj,0,7397,7189047.000,0
15-05-2020 12:30,uHbuxQJl8lW7ozc,8398,3270.57,7041951.571,821.2
12-06-2020 13:45,ZnxXDlPa8U1GXgE,9648.75,4037.88,6733939.875,943.587
04-06-2020 18:00,sjndEbLyjtCKgGv,921.429,8206.86,7171499.857,89.4714
26-05-2020 10:45,7JYdWkrLSPkdwr4,11801,2813.25,7686833.250,1151.28
04-06-2020 05:00,iCRJl6heRkivqQ3,0,0,7325696.000,0
31-05-2020 18:30,z9Y9gH1T5YWrNuG,24.5,6300,7133897.000,2.3625
02-06-2020 10:15,uHbuxQJl8lW7ozc,6763.12,2150.62,7173092.625,662.312
04-06-2020 18:30,rGa61gmuvPhdLxV,46.25,8212,7265349.000,4.45
28-05-2020 16:30,VHMLBKoKgIrUVDU,4097.62,8162.88,7312540.875,401.675
17-06-2020 05:45,zVJPv84UY57bAof,0,0,7357362.000,0
05-06-2020 02:00,YxYtjZvoooNbGkE,0,0,7334886.000,0
01-06-2020 10:15,iCRJl6heRkivqQ3,9235.75,1955.25,7306522.250,902.45
07-06-2020 20:45,YxYtjZvoooNbGkE,0,8155,7356967.000,0
11-06-2020 11:15,WRmjgnKYAwPKWDb,7782.86,1700,7229067.000,761.871
25-05-2020 16:30,zBIq5rxdHJRwDNY,1932.57,8296.71,6420054.714,189.186
23-05-2020 08:15,7JYdWkrLSPkdwr4,6818.57,464.286,7659234.286,667.7
22-05-2020 16:30,iCRJl6heRkivqQ3,2250.25,6964.12,7234406.125,220.637
25-05-2020 20:30,wCURE6d3bPkepu2,0,8859,6864650.000,0
27-05-2020 10:15,WRmjgnKYAwPKWDb,5927.12,2082.62,7119962.625,580.65
11-06-2020 03:45,1BY6WEcLGh8j5v7,0,0,6444981.000,0
06-06-2020 11:45,rGa61gmuvPhdLxV,5380.88,3230.25,7276320.250,526.425
15-05-2020 02:30,bvBOhCH3iADSZry,0,0,6316803.000,0
15-06-2020 04:15,uHbuxQJl8lW7ozc,0,0,7267837.000,0
21-05-2020 10:15,ih0vzX44oOqAx2f,5802.71,1974.86,6227915.857,568.486
17-05-2020 14:30,WRmjgnKYAwPKWDb,5169.38,6058.75,7047488.750,506.512
11-06-2020 13:45,iCRJl6heRkivqQ3,6617.25,3533.75,7383312.750,648.188
25-05-2020 21:30,rGa61gmuvPhdLxV,0,8807,7192102.000,0
25-05-2020 00:00,zBIq5rxdHJRwDNY,0,909.625,6411758.000,0
10-06-2020 16:00,ZnxXDlPa8U1GXgE,4201.57,5890.43,6723662.429,412.643
10-06-2020 05:45,adLQvlD726eNBSB,0,0,6470277.000,0
21-05-2020 11:30,WRmjgnKYAwPKWDb,11656,3376.57,7073101.571,1137.33
04-06-2020 21:15,bvBOhCH3iADSZry,0,7462,6460186.000,0
25-05-2020 12:15,pkci93gMrogZuBj,12587.6,4467.43,7246174.429,1227.3
05-06-2020 04:30,bvBOhCH3iADSZry,0,0,6460186.000,0
15-06-2020 14:00,bvBOhCH3iADSZry,3896.38,4620.38,6526220.375,382.863
31-05-2020 06:15,ZoEaEvLYb1n2sOq,458.375,6.875,7216854.875,44.3375
27-05-2020 15:00,YxYtjZvoooNbGkE,4398.14,5547,7274880.000,431.829
30-05-2020 03:45,3PZuoBAID5Wc2HD,0,0,7102189.000,0
14-06-2020 20:15,YxYtjZvoooNbGkE,0,7263,7406702.000,0
06-06-2020 19:45,1BY6WEcLGh8j5v7,0,5940,6418482.000,0
12-06-2020 19:15,sjndEbLyjtCKgGv,0,5847,7227101.000,0
22-05-2020 19:45,1BY6WEcLGh8j5v7,0,6848,6312437.000,0
07-06-2020 19:30,z9Y9gH1T5YWrNuG,0,6342,7183631.000,0
28-05-2020 10:00,7JYdWkrLSPkdwr4,10414.1,2009.62,7700559.625,1017.96
30-05-2020 08:30,McdE0feGgRqW7Ca,3607.12,483.625,7273696.625,354.562
17-05-2020 02:30,zBIq5rxdHJRwDNY,0,0,6352150.000,0
30-05-2020 19:30,ZnxXDlPa8U1GXgE,0,7317,6643383.000,0
17-06-2020 11:15,McdE0feGgRqW7Ca,8201.14,2149.29,7404744.286,802.671
29-05-2020 14:00,rGa61gmuvPhdLxV,6619.43,6057.29,7220872.286,648.414
07-06-2020 03:30,7JYdWkrLSPkdwr4,0,0,7770457.000,0
23-05-2020 09:30,WRmjgnKYAwPKWDb,9069.5,1493.38,7086088.375,887.2
09-06-2020 01:30,7JYdWkrLSPkdwr4,0,0,7786793.000,0
24-05-2020 22:15,rGa61gmuvPhdLxV,0,8002,7183295.000,0
13-06-2020 05:00,VHMLBKoKgIrUVDU,0,0,7420914.000,0
11-06-2020 00:45,ZnxXDlPa8U1GXgE,0,0,6724210.000,0
11-06-2020 16:45,YxYtjZvoooNbGkE,3137,5365.57,7385052.571,308.071
30-05-2020 03:30,z9Y9gH1T5YWrNuG,0,0,7120455.000,0
27-05-2020 23:15,7JYdWkrLSPkdwr4,0,6638,7698550.000,0
13-06-2020 09:15,7JYdWkrLSPkdwr4,9493.62,1319.88,7813736.875,928.462
01-06-2020 20:15,1BY6WEcLGh8j5v7,0,5508,6383439.000,0
17-06-2020 19:45,zVJPv84UY57bAof,0,5910,7363272.000,0
15-05-2020 01:00,McdE0feGgRqW7Ca,0,0,7158964.000,0
15-06-2020 07:45,z9Y9gH1T5YWrNuG,3683,260.571,7232728.571,361.571
15-05-2020 06:15,z9Y9gH1T5YWrNuG,312.714,3.42857,7007869.429,30.1857
05-06-2020 17:00,z9Y9gH1T5YWrNuG,4219.38,7398.75,7170660.750,413.75
25-05-2020 14:30,McdE0feGgRqW7Ca,10213,7262.57,7239953.571,998.343
04-06-2020 12:45,zBIq5rxdHJRwDNY,8205.5,4326.38,6488668.375,802.237
03-06-2020 16:45,ih0vzX44oOqAx2f,3893.88,7330.88,6328641.875,382.1
04-06-2020 23:15,McdE0feGgRqW7Ca,0,0,7316761.000,0
31-05-2020 16:15,iCRJl6heRkivqQ3,2179.57,5676.86,7304274.857,213.657
16-06-2020 01:30,ZoEaEvLYb1n2sOq,0,0,7329691.000,0
07-06-2020 14:15,wCURE6d3bPkepu2,10590.4,4435.25,6957529.250,1033.95
16-06-2020 08:30,3PZuoBAID5Wc2HD,6262.43,615.429,7225657.429,613.471
17-06-2020 05:45,zBIq5rxdHJRwDNY,0,0,6577552.000,0
01-06-2020 14:00,zVJPv84UY57bAof,2950.71,4964.86,7246988.857,288.986
10-06-2020 11:00,1BY6WEcLGh8j5v7,4566.5,2036.5,6441106.500,447.975
25-05-2020 03:15,1IF53ai7Xc0U56Y,0,0,6257480.000,0
07-06-2020 03:30,McdE0feGgRqW7Ca,0,0,7331160.000,0
12-06-2020 12:30,zBIq5rxdHJRwDNY,7135.25,3015.62,6546565.625,698.725
03-06-2020 14:45,z9Y9gH1T5YWrNuG,9851.38,6097.38,7153371.375,962.663
19-05-2020 10:45,7JYdWkrLSPkdwr4,7851,1873,7630245.000,768.186
22-05-2020 05:30,uHbuxQJl8lW7ozc,0,0,7087976.000,0
18-05-2020 19:30,3PZuoBAID5Wc2HD,0,5435,7013918.000,0
09-06-2020 07:00,McdE0feGgRqW7Ca,2221,95.7143,7346877.714,217.743
29-05-2020 22:15,iCRJl6heRkivqQ3,0,0,7291253.000,0
24-05-2020 15:30,ZnxXDlPa8U1GXgE,3859.71,7220.71,6594948.714,378.671
07-06-2020 20:45,zBIq5rxdHJRwDNY,0,8183,6514911.000,0
01-06-2020 02:00,sjndEbLyjtCKgGv,0,0,7142242.000,0
13-06-2020 16:45,ZoEaEvLYb1n2sOq,2153.71,8193.43,7315578.429,211.043
31-05-2020 15:30,3PZuoBAID5Wc2HD,3342.57,5303.57,7114791.571,328.529
13-06-2020 21:30,ih0vzX44oOqAx2f,0,8255,6400518.000,0
10-06-2020 19:45,McdE0feGgRqW7Ca,0,6606,7361623.000,0
14-06-2020 04:30,adLQvlD726eNBSB,0,0,6497496.000,0
26-05-2020 05:00,rGa61gmuvPhdLxV,0,0,7192102.000,0
03-06-2020 18:45,3PZuoBAID5Wc2HD,0,7874,7136488.000,0
31-05-2020 16:45,YxYtjZvoooNbGkE,1813.38,5772.12,7305541.125,177.75
16-06-2020 05:00,zBIq5rxdHJRwDNY,0,0,6571833.000,0
04-06-2020 10:00,YxYtjZvoooNbGkE,8104.62,1592.88,7328348.875,792.337
25-05-2020 15:30,1BY6WEcLGh8j5v7,8066.43,7544.71,6335484.714,789.529
19-05-2020 11:00,ih0vzX44oOqAx2f,10343.1,2071.57,6212558.571,1009.73
18-05-2020 02:30,iCRJl6heRkivqQ3,0,0,7198367.000,0
02-06-2020 13:30,wCURE6d3bPkepu2,10834.7,4996,6920340.000,1058.26
25-05-2020 02:45,7JYdWkrLSPkdwr4,0,0,7675241.000,0
04-06-2020 06:00,ih0vzX44oOqAx2f,78.125,0.75,6329010.750,7.525
24-05-2020 01:45,1BY6WEcLGh8j5v7,0,0,6320403.000,0
31-05-2020 22:30,uHbuxQJl8lW7ozc,0,6081,7165353.000,0
20-05-2020 22:45,1IF53ai7Xc0U56Y,0,8997,6225427.000,0
01-06-2020 10:15,ZoEaEvLYb1n2sOq,9376.12,1950,7224594.000,916.675
18-05-2020 07:45,1BY6WEcLGh8j5v7,1606.57,253.429,6278903.429,157.057
15-05-2020 03:15,VHMLBKoKgIrUVDU,0,0,7206408.000,0
06-06-2020 20:45,wCURE6d3bPkepu2,0,0,6953094.000,0
07-06-2020 12:30,1BY6WEcLGh8j5v7,0,3634,6422116.000,0
29-05-2020 16:15,VHMLBKoKgIrUVDU,6219.5,7705.75,7320592.750,609.337
30-05-2020 13:00,rGa61gmuvPhdLxV,9507,3674.5,7226748.500,929.65
12-06-2020 19:00,YxYtjZvoooNbGkE,0,5780,7391059.000,0
01-06-2020 12:15,iCRJl6heRkivqQ3,9067.43,3768.71,7308335.714,885.714
25-05-2020 11:30,uHbuxQJl8lW7ozc,12262,3593.38,7115445.375,1195.54
17-06-2020 10:00,3PZuoBAID5Wc2HD,6346.29,1302.43,7232675.429,621.729
27-05-2020 01:00,uHbuxQJl8lW7ozc,0,0,7128538.000,0
28-05-2020 09:30,rGa61gmuvPhdLxV,9397.86,1482.86,7208031.857,919.2
02-06-2020 04:00,1BY6WEcLGh8j5v7,0,0,6383439.000,0
27-05-2020 05:00,ZnxXDlPa8U1GXgE,0,0,6612649.000,0
31-05-2020 05:45,pkci93gMrogZuBj,0,0,7288876.000,0
26-05-2020 08:15,bvBOhCH3iADSZry,5507.12,509.5,6392845.500,539.763
17-06-2020 02:00,zVJPv84UY57bAof,0,0,7357362.000,0
24-05-2020 13:45,McdE0feGgRqW7Ca,11971.1,5813.14,7230449.143,1167.17
20-05-2020 11:15,1BY6WEcLGh8j5v7,11327.1,3088.43,6293185.429,1106.59
29-05-2020 09:15,ih0vzX44oOqAx2f,8691.43,996.286,6288166.286,850.371
13-06-2020 04:45,7JYdWkrLSPkdwr4,0,0,7812417.000,0
07-06-2020 10:15,adLQvlD726eNBSB,7913.57,1705.14,6446736.143,774.629
27-05-2020 11:15,zVJPv84UY57bAof,11079.7,2741.43,7208124.429,1081.11
18-05-2020 11:15,1BY6WEcLGh8j5v7,6454.75,1092.62,6279742.625,632.325
21-05-2020 07:45,wCURE6d3bPkepu2,3253,304,6824548.000,319.6
03-06-2020 10:45,z9Y9gH1T5YWrNuG,10924.9,1969.86,7149243.857,1067.37
19-05-2020 02:30,1BY6WEcLGh8j5v7,0,0,6283648.000,0
27-05-2020 04:30,VHMLBKoKgIrUVDU,0,0,7297615.000,0
27-05-2020 01:30,ZnxXDlPa8U1GXgE,0,0,6612649.000,0
06-06-2020 03:45,YxYtjZvoooNbGkE,0,0,7342489.000,0
12-06-2020 00:30,bvBOhCH3iADSZry,0,0,6504407.000,0
24-05-2020 11:00,adLQvlD726eNBSB,10582,2832.25,6340566.250,1033.11
23-05-2020 07:30,z9Y9gH1T5YWrNuG,3208.5,147.875,7064366.875,315.4
07-06-2020 12:45,1BY6WEcLGh8j5v7,0,3634,6422116.000,0
26-05-2020 11:15,z9Y9gH1T5YWrNuG,6268.14,3321.71,7092761.714,614.143
14-06-2020 09:30,ZoEaEvLYb1n2sOq,7937.62,1222.38,7316985.375,776.975
30-05-2020 17:45,rGa61gmuvPhdLxV,1074.12,7327,7230401.000,104.45
23-05-2020 03:30,z9Y9gH1T5YWrNuG,0,0,7064219.000,0
16-06-2020 07:00,WRmjgnKYAwPKWDb,1467.43,61.5714,7261376.571,143.143
01-06-2020 07:00,bvBOhCH3iADSZry,1971.5,91.125,6433358.125,193.262
04-06-2020 01:45,1IF53ai7Xc0U56Y,0,0,6332659.000,0
14-06-2020 15:15,iCRJl6heRkivqQ3,10146.6,6436,7406291.000,990.413
24-05-2020 22:45,adLQvlD726eNBSB,0,8397,6346131.000,0
02-06-2020 05:45,wCURE6d3bPkepu2,0,0,6915344.000,0
09-06-2020 08:45,bvBOhCH3iADSZry,6366.86,795.286,6486781.286,623.443
18-05-2020 10:15,bvBOhCH3iADSZry,2061.38,629.625,6336205.625,202.088
15-05-2020 14:00,1IF53ai7Xc0U56Y,10326.4,4354,6187999.000,1009.49
15-06-2020 12:30,pkci93gMrogZuBj,5718.29,4152.57,7400574.571,560.371
12-06-2020 17:45,zVJPv84UY57bAof,1604.38,5814,7328501.000,156.675
20-05-2020 18:30,ZoEaEvLYb1n2sOq,51,8735.75,7139067.750,4.925
16-06-2020 05:45,VHMLBKoKgIrUVDU,0,0,7443869.000,0
11-06-2020 02:00,rGa61gmuvPhdLxV,0,0,7310769.000,0
14-06-2020 02:15,iCRJl6heRkivqQ3,0,0,7399855.000,0
17-06-2020 15:45,pkci93gMrogZuBj,1433.86,5546.57,7415024.571,140.057
07-06-2020 22:00,1BY6WEcLGh8j5v7,0,5268,6423750.000,0
15-06-2020 18:15,ZoEaEvLYb1n2sOq,239.25,6635.62,7329687.625,23.0875
18-05-2020 17:00,1IF53ai7Xc0U56Y,2249.38,5322.75,6209675.750,220.562
29-05-2020 15:00,uHbuxQJl8lW7ozc,7855.38,6939.25,7150571.250,768.962
14-06-2020 02:45,WRmjgnKYAwPKWDb,0,0,7247179.000,0
11-06-2020 02:15,7JYdWkrLSPkdwr4,0,0,7801091.000,0
19-05-2020 10:45,rGa61gmuvPhdLxV,9084.38,1942.38,7138844.375,887.65
18-05-2020 14:30,1IF53ai7Xc0U56Y,6567.5,3889,6208242.000,643.3
15-06-2020 13:30,rGa61gmuvPhdLxV,3812,4806,7342778.000,374.312
01-06-2020 12:30,McdE0feGgRqW7Ca,7852.29,4113.71,7290873.714,768.557
17-05-2020 14:30,ZoEaEvLYb1n2sOq,4942.71,5859.29,7116603.286,484.3
13-06-2020 23:30,7JYdWkrLSPkdwr4,0,8435,7820852.000,0
02-06-2020 17:15,sjndEbLyjtCKgGv,1532,7366.88,7155374.875,149.688
15-06-2020 06:30,ZoEaEvLYb1n2sOq,964.75,23.875,7323075.875,93.7
17-06-2020 21:30,WRmjgnKYAwPKWDb,0,5953,7273532.000,0
16-06-2020 08:30,7JYdWkrLSPkdwr4,5931.14,587.429,7835386.429,581.214
18-05-2020 07:45,zBIq5rxdHJRwDNY,1779.75,271.875,6359928.875,174.225
11-06-2020 13:15,ZnxXDlPa8U1GXgE,7356.38,3244.25,6727454.250,720.275
14-06-2020 14:30,1IF53ai7Xc0U56Y,7679.29,5966.29,6412847.286,751.671
17-06-2020 07:00,pkci93gMrogZuBj,1386.88,17.125,7409495.125,135.35
01-06-2020 14:00,wCURE6d3bPkepu2,3133.71,5173,6914578.000,307.043
16-05-2020 20:30,ih0vzX44oOqAx2f,0,6450,6197810.000,0
06-06-2020 01:45,bvBOhCH3iADSZry,0,0,6467251.000,0
23-05-2020 20:00,bvBOhCH3iADSZry,0,7864,6376772.000,0
27-05-2020 21:00,rGa61gmuvPhdLxV,0,0,7206549.000,0
16-05-2020 16:00,3PZuoBAID5Wc2HD,3445.43,6272.57,7000305.571,338.743
01-06-2020 16:45,VHMLBKoKgIrUVDU,1641.43,5776.29,7340181.286,160.843
08-06-2020 23:30,ZoEaEvLYb1n2sOq,0,8271,7281724.000,0
27-05-2020 09:15,1BY6WEcLGh8j5v7,6772.29,1131.43,6344800.429,663.229
13-06-2020 20:45,wCURE6d3bPkepu2,0,8461,7002369.000,0
15-05-2020 06:30,iCRJl6heRkivqQ3,677,14.5,7178006.500,65.5875
30-05-2020 22:45,7JYdWkrLSPkdwr4,0,7143,7721978.000,0
07-06-2020 05:00,ZnxXDlPa8U1GXgE,0,0,6693054.000,0
14-06-2020 04:45,7JYdWkrLSPkdwr4,0,0,7820852.000,0
07-06-2020 12:15,rGa61gmuvPhdLxV,12969.9,3893.71,7283394.714,1264.57
08-06-2020 01:15,WRmjgnKYAwPKWDb,0,0,7204682.000,0
23-05-2020 23:15,uHbuxQJl8lW7ozc,0,8493,7103746.000,0
05-06-2020 02:30,ZoEaEvLYb1n2sOq,0,0,7251540.000,0
20-05-2020 03:30,YxYtjZvoooNbGkE,0,0,7212476.000,0
15-05-2020 15:45,pkci93gMrogZuBj,5051.14,5698.71,7174800.714,495.129
19-05-2020 07:30,adLQvlD726eNBSB,2689.29,189.714,6298005.714,263.771
23-05-2020 15:45,WRmjgnKYAwPKWDb,7544.38,7557.12,7092152.125,738.65
19-05-2020 10:30,3PZuoBAID5Wc2HD,6494.75,1723.88,7015641.875,635.837
27-05-2020 00:15,z9Y9gH1T5YWrNuG,0,0,7097183.000,0
05-06-2020 10:45,sjndEbLyjtCKgGv,9508.57,2380.29,7173898.286,928.257
15-06-2020 12:45,zVJPv84UY57bAof,6877.86,4353.43,7348633.429,673.514
13-06-2020 15:15,ZnxXDlPa8U1GXgE,10637,7540.71,6743325.714,1039.7
03-06-2020 07:00,zVJPv84UY57bAof,1434,61.375,7255278.375,139.838
16-05-2020 08:15,sjndEbLyjtCKgGv,4707.86,437.571,7023619.571,461.757
05-06-2020 12:00,iCRJl6heRkivqQ3,5694.88,3639.38,7337639.375,557.8
26-05-2020 15:45,wCURE6d3bPkepu2,7496.38,7009.88,6871659.875,733.975
26-05-2020 22:00,ih0vzX44oOqAx2f,0,0,6272291.000,0
10-06-2020 03:30,wCURE6d3bPkepu2,0,0,6975980.000,0
15-06-2020 20:15,sjndEbLyjtCKgGv,0,6728,7249539.000,0
25-05-2020 22:00,zVJPv84UY57bAof,0,8813,7197609.000,0
12-06-2020 21:00,VHMLBKoKgIrUVDU,0,5903,7420914.000,0
05-06-2020 10:15,ih0vzX44oOqAx2f,6350.12,1843.25,6338862.250,622.05
25-05-2020 18:30,rGa61gmuvPhdLxV,38.625,8807,7192102.000,3.7375
16-06-2020 13:15,WRmjgnKYAwPKWDb,7104.29,4152.14,7265467.143,695.7
16-06-2020 08:45,YxYtjZvoooNbGkE,5832.14,730.571,7414065.571,571.529
28-05-2020 17:00,z9Y9gH1T5YWrNuG,3193.43,8309.86,7112194.857,313.571
21-05-2020 09:30,iCRJl6heRkivqQ3,9860.5,1411.12,7221016.125,964.237
27-05-2020 14:00,adLQvlD726eNBSB,4477.86,5022,6368538.000,439.6
15-06-2020 17:00,z9Y9gH1T5YWrNuG,2827.38,6540.25,7239008.250,277.675
16-06-2020 05:30,1IF53ai7Xc0U56Y,0,0,6421214.000,0
01-06-2020 09:15,ZnxXDlPa8U1GXgE,5974.86,1268.43,6650793.429,585.5
17-06-2020 15:45,McdE0feGgRqW7Ca,1412.5,5578.38,7408173.375,137.875
18-05-2020 13:00,VHMLBKoKgIrUVDU,8106,2497.14,7229594.143,793.343
17-05-2020 00:30,7JYdWkrLSPkdwr4,0,0,7615537.000,0
28-05-2020 12:15,ZnxXDlPa8U1GXgE,13049.4,4620.57,6623996.571,1272.33
17-06-2020 10:45,ZnxXDlPa8U1GXgE,6777.5,1790.12,6766598.125,663.812
12-06-2020 13:30,wCURE6d3bPkepu2,8334.71,3805.43,6991859.429,815.686
24-05-2020 10:30,rGa61gmuvPhdLxV,8345.88,2012.88,7177305.875,815.45
26-05-2020 07:45,VHMLBKoKgIrUVDU,4409.12,313.875,7289838.875,432.875
17-06-2020 22:15,3PZuoBAID5Wc2HD,0,6052,7237425.000,0
09-06-2020 04:00,1IF53ai7Xc0U56Y,0,0,6371833.000,0
16-06-2020 01:00,rGa61gmuvPhdLxV,0,0,7344704.000,0
26-05-2020 09:15,iCRJl6heRkivqQ3,8847.43,1264.43,7261394.429,865.6
06-06-2020 12:00,YxYtjZvoooNbGkE,7928.29,3401.43,7345890.429,774.629
10-06-2020 08:45,1IF53ai7Xc0U56Y,6798.86,743.286,6380765.286,665.929
26-05-2020 01:45,zBIq5rxdHJRwDNY,0,0,6420201.000,0
06-06-2020 05:30,McdE0feGgRqW7Ca,0,0,7324681.000,0
05-06-2020 09:30,ZoEaEvLYb1n2sOq,9438.14,1256.29,7252796.286,922.271
12-06-2020 06:00,WRmjgnKYAwPKWDb,0,0,7232986.000,0
27-05-2020 09:45,YxYtjZvoooNbGkE,9098.38,1650.25,7270983.250,889.263
06-06-2020 23:30,uHbuxQJl8lW7ozc,0,0,7208855.000,0
02-06-2020 20:30,zBIq5rxdHJRwDNY,0,7421,6476454.000,0
16-05-2020 19:30,7JYdWkrLSPkdwr4,0,6461,7615537.000,0
21-05-2020 23:45,bvBOhCH3iADSZry,0,4062.86,6362148.000,0
20-05-2020 00:45,pkci93gMrogZuBj,0,0,7201349.000,0
14-06-2020 12:15,WRmjgnKYAwPKWDb,7269.86,3676.71,7250855.714,711.857
05-06-2020 16:15,pkci93gMrogZuBj,6744.88,7015.62,7330706.625,660.65
05-06-2020 11:30,3PZuoBAID5Wc2HD,13261.1,3271.86,7147974.857,1293.36
16-06-2020 19:00,pkci93gMrogZuBj,0,6261,7409478.000,0
21-05-2020 12:15,ZoEaEvLYb1n2sOq,11388.6,4078.43,7143146.429,1111.21
02-06-2020 23:45,iCRJl6heRkivqQ3,0,7465,7317813.000,0
15-05-2020 09:15,WRmjgnKYAwPKWDb,2986,909.714,7029582.714,293.229
16-06-2020 02:00,bvBOhCH3iADSZry,0,0,6527792.000,0
17-06-2020 23:15,wCURE6d3bPkepu2,0,5883,7028601.000,0
20-05-2020 04:15,zBIq5rxdHJRwDNY,0,0,6371971.000,0
23-05-2020 14:45,wCURE6d3bPkepu2,7392.71,6900.29,6846125.286,723.843
17-05-2020 19:00,McdE0feGgRqW7Ca,0,7606,7179627.000,0
31-05-2020 16:45,bvBOhCH3iADSZry,1687,5403.38,6433084.375,165.35
06-06-2020 20:45,z9Y9gH1T5YWrNuG,0,0,7177289.000,0
30-05-2020 04:30,1IF53ai7Xc0U56Y,0,0,6298211.000,0
11-06-2020 18:45,WRmjgnKYAwPKWDb,0,5619,7232986.000,0
09-06-2020 00:30,bvBOhCH3iADSZry,0,0,6485986.000,0
19-05-2020 20:00,ZnxXDlPa8U1GXgE,0,6974,6555136.000,0
01-06-2020 22:00,sjndEbLyjtCKgGv,0,5766,7148008.000,0
06-06-2020 07:30,YxYtjZvoooNbGkE,3726.71,253,7342742.000,366.271
24-05-2020 16:15,ih0vzX44oOqAx2f,3750.86,7114,6256052.000,367.643
23-05-2020 00:00,WRmjgnKYAwPKWDb,0,0,7084595.000,0
08-06-2020 07:30,1IF53ai7Xc0U56Y,2662.86,182.429,6363520.429,261.257
18-05-2020 14:15,sjndEbLyjtCKgGv,4947.5,3660.62,7040714.625,485.163
16-05-2020 06:30,3PZuoBAID5Wc2HD,724.75,16.875,6994049.875,70.275
10-06-2020 02:15,McdE0feGgRqW7Ca,0,0,7355017.000,0
31-05-2020 17:00,uHbuxQJl8lW7ozc,1983.29,5929.14,7165201.143,194.429
29-05-2020 09:15,WRmjgnKYAwPKWDb,9104.29,1023.57,7133884.571,890.6
31-05-2020 22:00,1BY6WEcLGh8j5v7,0,5803,6377931.000,0
11-06-2020 05:00,ih0vzX44oOqAx2f,0,0,6381032.000,0
18-05-2020 22:00,ih0vzX44oOqAx2f,0,5286,6210487.000,0
01-06-2020 09:00,pkci93gMrogZuBj,6794.43,1089.14,7295880.143,665.471
20-05-2020 07:15,zVJPv84UY57bAof,2431.12,117.75,7148454.750,238.412
31-05-2020 13:00,zBIq5rxdHJRwDNY,9422.86,4145.71,6461446.714,920.414
29-05-2020 21:00,3PZuoBAID5Wc2HD,0,8210,7102189.000,0
07-06-2020 01:15,1BY6WEcLGh8j5v7,0,0,6418482.000,0
15-05-2020 03:00,pkci93gMrogZuBj,0,0,7169102.000,0
28-05-2020 09:15,rGa61gmuvPhdLxV,8782.5,1261.62,7207810.625,859.288
17-05-2020 23:45,sjndEbLyjtCKgGv,0,4252,7037054.000,0
24-05-2020 03:30,zVJPv84UY57bAof,0,0,7180838.000,0
12-06-2020 17:45,pkci93gMrogZuBj,1651.88,5800.62,7380756.625,161.338
02-06-2020 02:00,7JYdWkrLSPkdwr4,0,0,7733624.000,0
01-06-2020 03:15,VHMLBKoKgIrUVDU,0,0,7334405.000,0
06-06-2020 03:15,zBIq5rxdHJRwDNY,0,0,6500302.000,0
14-06-2020 16:15,adLQvlD726eNBSB,4051.43,7267.57,6504763.571,397.943
15-05-2020 02:00,WRmjgnKYAwPKWDb,0,0,7028673.000,0
19-05-2020 11:15,bvBOhCH3iADSZry,7154.62,2108.88,6342646.875,700.45
23-05-2020 15:30,uHbuxQJl8lW7ozc,9408.86,7387,7102640.000,920.271
29-05-2020 16:30,sjndEbLyjtCKgGv,4285.12,7782.38,7128685.375,420.788
20-05-2020 07:00,VHMLBKoKgIrUVDU,1727.43,76.5714,7239618.571,169.043
26-05-2020 08:00,adLQvlD726eNBSB,5518.62,460.75,6355754.750,540.888
23-05-2020 10:15,zVJPv84UY57bAof,7803.71,2111.71,7174405.714,763.843
17-06-2020 12:15,McdE0feGgRqW7Ca,13802.7,3202.86,7405797.857,1345.77
