Temperature,Humidity,Wind Speed,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
27.040,63.55,0.335,31730.97345,21005,16332.7
14.640,84.90,0.083,27113.84615,22057.4,8720.96
8.940,90.20,0.092,21287.48936,13156.1,10840.6
12.680,83.40,0.080,20554.93671,13167.2,14116.6
21.100,52.69,4.922,31100.21882,19956.8,10948.1
16.310,70.50,0.078,24986.86760,14345,16052.4
19.310,85.60,4.915,27780.53097,18804.6,10343.3
16.020,92.80,0.065,27057.73950,17340.1,13143.3
17.580,85.60,4.915,25406.95082,15622.3,15396.9
12.120,71.00,4.917,19661.53846,13150.4,6511.81
9.130,86.80,0.086,31350.50847,19962.3,19792.4
25.360,85.70,4.918,50356.84795,33814.1,40326
19.980,79.00,4.910,28339.71143,17908.8,18014.3
15.460,66.92,0.074,36251.23404,19145.1,15892.3
23.640,87.10,4.918,22459.53488,14943,14857.9
25.270,89.70,4.926,40102.64151,24812.2,19428.7
19.720,82.20,4.915,42109.75930,26088.8,18137.9
20.700,70.10,0.336,26136.63717,15032.4,13273.3
24.470,63.12,0.070,32055.09934,21042.4,14054.4
25.500,42.25,4.920,35360.35011,22391.7,13101.5
11.020,87.10,0.078,23373.38403,18664.6,6868.67
16.380,61.48,0.080,28057.79468,21345.2,9784.39
15.050,71.10,0.078,24820.25316,15457.8,16499.3
16.070,81.00,0.084,24836.92308,19647.5,11242.4
12.340,81.20,0.077,40714.93671,25108.8,25578.8
15.720,72.50,0.070,44071.13025,23451.3,28701.1
20.700,66.28,0.086,33747.04595,26514.5,10580.4
11.280,71.70,0.091,42051.64557,26246.8,25422.7
16.850,78.90,4.918,21025.57377,13144.3,10558.1
23.230,69.35,0.067,34305.69536,16866.1,17203.2
25.420,62.05,0.265,46239.29204,27149.7,22457.5
11.800,50.42,0.083,33687.45763,19867.5,15774.9
15.540,70.00,0.072,30241.82510,24637,8891.24
26.780,52.95,4.904,37813.98446,24728.6,22913.6
17.180,49.65,0.085,45410.37675,23689.6,28864
14.920,87.70,0.069,24590.05382,14466,12363.6
10.800,92.20,0.081,20282.03390,11350.8,10854.3
19.630,89.30,0.071,23675.76159,15316.8,12748.8
27.280,30.48,4.912,38623.25581,25853.2,36903.8
16.330,32.82,0.085,30564.76596,19869.5,14736.8
15.410,59.93,0.083,39593.89831,23653.5,20313.4
16.370,55.27,0.087,21897.72152,12981.2,13665.5
20.770,66.91,4.922,46785.04918,28149.8,26473.8
22.060,81.70,0.066,36886.88742,22659,19643.1
24.840,48.78,4.909,30241.59468,20593.7,26606.9
15.080,51.79,4.916,26248.10127,14651.7,14151.3
17.110,67.22,0.078,43788.25532,21051.2,25380
21.870,56.29,0.073,33074.36066,20805,17454.9
12.350,85.10,0.078,23297.36170,13565.9,14463.9
24.220,92.00,4.919,26939.66704,17349.9,13638.6
20.060,47.91,4.918,31089.23077,26248.8,10386.5
19.900,80.70,0.067,25643.07692,20540.1,11907.5
18.000,89.30,4.910,24911.68490,16170.1,10860.5
15.250,62.78,0.083,34366.53992,27906.7,15627.4
7.760,72.20,0.083,22831.93916,18237.5,10118.6
14.820,71.20,0.081,38357.41445,31257.4,16209.4
9.680,75.50,0.082,30331.13924,17255.9,15238.6
19.920,65.48,4.916,42735.89404,25780,26336.5
16.150,69.99,0.073,39817.78256,21215.1,26478.5
19.390,74.20,0.069,29969.23077,22842.1,15354.2
21.210,71.70,4.928,30230.54705,22421.6,11800.1
12.040,88.80,0.081,24951.82979,15951.2,11491
26.680,83.00,4.909,30800.97669,22367.9,23708.1
24.530,53.02,0.285,37790.44248,24174.6,14508.8
26.130,82.80,4.913,46213.95349,28864.6,39922.3
17.020,65.85,0.088,26425.31755,16933.2,14557.1
9.930,72.00,0.084,23598.98734,14691.8,15487.2
12.990,61.67,4.916,29178.30508,18817,14084.5
16.620,60.45,0.087,31123.95437,25664.3,9882.35
11.230,53.12,0.079,33235.93220,19809.1,15334.9
12.180,80.20,4.922,22972.88136,13393.3,13685.1
19.570,78.00,4.923,39626.78337,30499.2,17431.7
21.560,54.77,4.916,31314.48578,25752.7,12191.1
21.620,43.44,0.082,37090.62295,22383.9,19046.5
17.880,85.00,4.917,25772.06557,16383.9,16166.5
16.460,68.89,0.073,31294.29658,24865.3,9277.31
16.110,57.07,0.082,31686.15385,25992.1,13798.6
14.430,81.00,0.081,25693.69214,15356.8,12130.9
18.660,50.80,0.083,32534.23729,20162.9,15543.3
20.250,77.60,0.070,39169.23077,33229.3,19801.4
26.770,59.31,4.925,32958.93688,19579.7,24540.3
17.540,66.66,0.082,31555.89354,26467,8764.47
8.560,93.90,0.086,28179.46768,21974.8,7756.06
11.850,91.80,0.083,26786.44068,15020.1,14246.6
25.680,69.22,0.281,37229.73451,23890.2,16291.6
16.780,56.28,0.082,30886.69202,25369.7,9329.17
15.750,79.60,0.074,21470.76923,16129.3,10583.1
25.300,47.29,0.086,34591.50985,21555.2,12891.4
21.930,46.92,4.951,35694.35449,21723.2,12984.8
21.340,80.40,4.916,24260.66225,15814.6,15442.7
21.170,60.69,4.921,28634.33628,17090.6,15920.9
13.760,73.20,4.919,27211.90372,14840.7,12914.8
17.940,67.79,0.081,22556.82119,14358.8,11136
17.630,79.20,0.065,20358.29508,12850.8,10633.8
16.420,77.90,0.071,39366.35762,24623.7,24605.5
7.290,86.50,0.086,31090.63291,20254.1,14596.6
7.690,62.57,0.084,33004.06780,20122.8,20429.2
21.840,58.72,0.079,46728.47682,25765.1,27092.7
16.390,65.78,4.918,37390.76923,31191.3,16285.3
15.210,57.41,0.077,23149.83051,13707,14229.2
16.240,78.50,0.070,38692.45033,24118.5,23949.8
11.520,70.30,4.920,37544.61538,30893.8,15724.3
21.730,82.90,0.070,41477.08609,25955.9,23229
18.760,80.30,4.917,31248.78689,20433.4,14854.7
8.270,91.10,0.095,24363.57447,15512.2,11003.2
8.350,81.70,4.920,23883.07692,18866.5,10843.4
26.190,76.90,4.907,45977.94020,31462,41735.9
12.790,87.80,0.083,32488.85106,20732.9,15032.9
29.900,25.74,4.910,47985.08324,33046.3,36528.2
16.860,90.90,0.074,21793.57377,12427.2,10616.4
10.440,88.70,0.076,36386.04255,21925.6,21803.2
19.160,43.66,0.084,31966.77966,21147.7,16307.5
11.060,51.02,0.081,44828.35443,27166,25717.6
10.200,60.42,4.924,24235.93220,14637.1,14622.9
32.320,39.59,4.921,38036.41196,25731.6,30517.2
23.410,53.85,4.922,33892.72131,23379.6,17064.3
19.160,73.90,0.069,22295.38462,17717.4,11589.4
15.150,55.02,0.083,32438.02281,26901.5,10037.9
10.510,48.45,0.085,23479.32203,14378.1,14489.7
14.960,75.90,0.073,35483.54430,22012.2,21721.4
16.600,73.90,0.073,34473.19699,19741.3,17309.1
20.910,84.80,0.079,29308.60927,19040.3,13629
24.710,56.11,0.069,34343.84106,22415.8,19312.2
24.010,82.00,4.920,29023.75139,18859.1,20385.7
21.730,75.60,4.917,35001.13786,23493.4,10901.4
12.730,49.20,0.079,24164.25856,19677.2,10354.9
5.706,85.90,4.917,21950.76923,17338,9825.54
21.170,56.49,4.920,25735.22124,15309.4,14138.2
13.800,75.10,0.073,33064.85106,19500,16374.2
18.000,85.10,0.088,30778.81838,16872.2,11094
24.250,92.40,4.925,28991.78690,19463.6,21739.9
22.780,74.90,0.069,35500.92715,21921.8,18934.2
12.010,85.60,0.077,24216.51064,14952.4,11525.8
16.720,86.70,0.068,25681.29171,14649.3,15965.1
21.880,86.60,0.315,41275.75221,27247,17315.3
15.720,87.20,0.082,24156.03875,13446.8,15831.3
16.170,84.30,0.086,27392.55113,17325.5,13736.7
19.580,84.60,0.070,43070.95082,25292.9,25762.6
15.430,80.40,0.072,22436.92308,16832.2,10930.1
17.480,64.10,0.088,29475.82347,18183.3,14894.5
16.020,58.97,0.083,24516.92308,19870.7,8622.65
23.770,87.60,4.916,28646.91030,19522.8,18105.4
14.660,53.11,0.079,39543.72624,33562.4,16583.9
25.330,38.44,4.924,31038.27772,17846,18129.5
28.450,39.58,4.906,40914.53940,26804.2,23906.7
20.250,72.00,0.070,27200.00000,20320.7,9380.24
17.050,89.30,4.924,28642.45077,19766.4,8823.83
15.610,76.20,0.069,37950.76923,32024.4,19830.4
20.650,56.25,0.282,27028.67257,16364.7,13373.3
10.720,89.80,0.072,29302.46809,17615.9,17669
8.870,82.30,0.081,27554.43038,17566,12613
28.270,30.68,4.908,37392.05327,25948.9,26368.4
17.930,57.66,0.085,30219.84930,20364.6,14237.1
25.940,67.92,0.257,35706.90265,22490.6,15720.9
15.330,89.70,0.069,22729.98924,12929.9,13544.7
26.750,84.00,4.915,29648.37209,18413.9,23805.2
16.750,54.75,0.077,33131.55894,27148.2,10919.6
26.940,68.32,4.934,39015.84906,24546.1,22612.7
28.630,73.90,4.905,43209.58935,30575.3,29829.2
12.100,83.10,0.069,23936.94915,13626.7,14605.5
11.610,58.25,0.088,22812.30769,19405.8,10554.2
24.400,88.00,4.916,36592.94118,23116.8,22034.9
17.810,70.40,0.082,22346.78337,19927,9535.81
19.570,57.56,0.085,31286.28633,19440.7,15418.2
19.340,86.20,0.073,39251.92053,23063.2,23672.1
8.300,78.60,0.087,26782.78481,17482.1,16886.7
15.980,82.30,0.073,28880.60280,15551.1,18146.9
21.750,54.79,0.081,36098.54305,22550.5,19111.4
17.040,69.83,0.074,32717.87072,26511.2,10527.7
25.860,48.02,4.924,32726.12691,20278,10317.8
9.110,86.10,0.095,27991.14894,17509.8,12402.6
22.440,75.30,4.910,25699.44506,16821.5,15065.1
22.610,76.50,4.921,34534.56954,22715.2,26626
19.520,86.90,1.204,31093.91685,24072.2,11560.9
15.510,69.63,0.077,36656.20253,22252.9,20246.7
23.210,67.05,0.071,29868.07947,16660.3,16600.6
18.430,56.54,0.074,43028.42553,26169.5,25426.5
17.990,50.75,4.923,23983.65957,15698.8,15352.3
16.230,55.21,4.918,40453.67089,22920.4,24485.8
24.050,49.12,4.907,31313.22259,21463.3,26209.2
16.980,35.14,4.917,29556.92308,25393.4,10305.5
22.550,40.95,4.921,47042.12389,24919.3,22086.9
15.170,64.52,0.078,21280.60837,15910.4,10089.8
12.620,75.60,0.072,24363.07692,20105,10710.4
12.250,87.60,4.923,23796.92308,17955.4,11803.4
17.590,90.50,4.911,26831.15044,19130.1,10543.3
32.580,21.91,4.916,48210.49834,30941.8,39904.3
15.610,51.64,0.081,36057.79468,29998.2,14993.5
15.930,85.80,0.071,20978.46154,17092.6,8304.58
16.260,77.90,4.912,22237.97468,13422.5,14139.8
15.370,68.09,0.086,37590.87452,30543.1,15955.8
31.390,27.81,4.927,35904.42478,22052.8,13508.6
15.770,87.30,4.912,23046.30197,15363.5,7732.52
31.090,29.11,4.925,38160.00000,22546.8,15338.4
15.620,59.38,0.075,33328.34043,21003.7,16025.8
18.370,79.00,0.071,43322.55319,25598.8,24741.3
23.920,89.60,4.910,25846.48169,17106.7,15360
14.040,75.40,0.071,34707.06383,21728,16414.8
13.470,61.14,4.923,41192.54237,25535.6,24770.9
28.950,29.61,4.908,45282.65781,29715.2,42416.7
13.180,85.50,4.908,23187.06383,14030.5,14237.4
22.470,43.06,0.077,24664.13115,14600.6,15134.6
19.340,86.90,4.918,33066.43326,21417,10802.2
22.780,52.09,4.917,30190.56478,19754.4,25757.3
19.810,66.51,0.071,28000.00000,22526,9478.55
16.130,77.10,0.071,24209.23077,18394.2,11421.7
21.370,67.48,0.073,30800.00000,25568.2,17170.1
15.810,60.00,0.082,32454.91525,21439.5,16405.9
30.650,22.84,4.915,47132.49169,30326.6,38645
20.490,67.69,0.276,25308.31858,14995,9525.47
24.430,82.20,4.922,48170.47725,29640.1,30924.6
23.860,57.73,0.082,37263.54486,23108.7,12582.1
9.330,83.70,0.076,40490.12658,26447.4,25486.3
24.360,90.30,4.920,27757.95782,16715.1,15516.5
30.570,62.75,4.907,39361.06548,28731.6,28637.5
19.040,80.50,4.910,25130.47725,14856.2,13831.2
5.139,86.90,0.085,24066.83544,15735,11392.8
22.640,65.60,4.922,42518.23009,24634.9,20274.7
12.440,85.40,0.081,24290.04255,12343.9,14237.4
26.990,31.08,4.908,28978.60465,19279.7,24160.7
15.720,58.85,0.080,22464.00000,12457.3,14103.9
19.260,82.80,4.918,30325.07659,19714.1,14087.8
11.020,85.80,0.069,21368.13559,13112.5,11236.3
24.030,61.23,4.907,28793.62126,20213.9,21901.3
27.180,72.80,4.904,39233.20755,27986.5,28625.5
15.220,74.20,0.074,32147.84810,19969.6,13515.2
21.530,64.21,4.921,34698.64333,23067.6,12132.8
22.750,83.30,4.910,46653.45133,28302.3,21004.3
21.700,59.42,0.081,45444.23841,24387.9,27305.4
18.580,87.70,4.917,33741.63934,20853.3,20224.1
30.640,62.95,4.907,40927.32519,30677.9,28908.3
14.850,86.90,4.914,19630.63457,13649.4,8246.08
19.870,56.66,4.920,28024.85777,16427.8,9483.28
26.330,84.50,4.908,34419.35627,24800.8,26434.6
10.230,84.60,0.086,25837.26236,21400.4,11403.6
15.620,69.26,0.082,27978.70722,22026.4,9870.83
35.890,20.51,4.905,39277.95782,28503.5,25814.7
26.740,46.92,4.908,34936.34551,24049.4,26329.7
18.530,74.30,0.069,36916.92308,30365.7,17089.2
14.250,60.57,0.089,31057.03422,27199.8,8897
15.040,69.99,0.074,23585.61895,13039.9,15482.2
6.086,82.60,0.084,26904.30380,17190.3,12063.6
21.000,53.32,0.084,31534.29494,16101,18251.6
10.520,50.00,0.077,25125.47529,20807.6,8159.42
13.420,83.90,0.073,42270.37975,25823.7,24988.9
10.340,80.60,0.078,19740.75949,13353.2,13636.6
22.970,54.74,0.071,32215.38462,26814,11514.2
22.190,85.60,4.918,31858.40708,18943,14597.1
14.090,79.90,0.073,29705.31646,18525.2,13335.9
21.460,52.72,4.918,40045.10544,27214.8,28529.2
33.650,25.61,4.904,38683.41842,27762.2,30280.6
12.660,87.20,4.919,22126.21444,17910.4,8257.75
29.150,20.24,4.908,40019.53385,28271.6,34710.5
16.880,71.90,4.914,42197.46835,25601.2,25359
19.370,83.70,0.068,46029.63934,27555.4,26229
12.570,59.97,0.082,32390.80851,21047.6,15996.8
15.740,57.81,0.080,33679.08745,26452.3,10619.9
21.700,86.60,4.913,26295.92920,15593.8,12920.3
23.840,46.05,4.921,31571.49623,18124.6,17914.2
26.790,55.29,4.905,27521.42064,20151.6,19428.7
19.850,60.45,0.274,27780.53097,16622.9,12937.9
10.960,73.90,0.084,38357.46835,24897.3,24306.5
28.130,63.58,4.922,39637.47508,26134.2,26727.4
20.670,84.90,4.922,45796.41138,29927.8,19515.1
23.500,42.81,0.084,33344.75780,22201.2,17821.1
21.450,60.37,0.086,23586.75497,10968.4,11023.8
10.570,67.92,0.087,37609.12548,32336.3,16532.1
11.610,84.80,0.082,27121.02128,17250,12843.9
31.540,33.78,0.072,42263.44062,29161.1,27012.4
21.970,87.60,4.924,29362.57492,18072.2,17358.2
7.730,80.40,0.086,21393.41772,13539.2,14214.9
23.190,82.70,0.266,44939.46903,28844.9,18415.5
26.020,35.50,4.919,28756.59849,16764.6,17338.2
20.450,48.53,0.081,42454.03279,24765.3,25576
18.400,73.00,4.919,23874.69027,13254.9,9501.94
21.030,51.38,4.905,42979.44506,29643.9,33259.9
12.470,53.28,0.083,34264.61538,28480.2,14770.1
12.880,61.93,4.918,40252.30769,33913.6,17783.1
21.250,84.20,4.918,27869.73451,15414.1,13485.1
14.000,74.30,0.073,34658.04255,21728,16020
26.490,84.00,4.905,50682.88568,35156.1,40789.5
30.650,53.28,4.905,43823.30744,31255.8,27885.1
25.460,74.50,4.914,31912.82392,25268.4,24606.5
24.080,50.35,4.921,34232.65574,23557.9,17437.4
24.660,54.22,4.908,30209.70100,20141.8,26100.8
14.160,66.49,0.086,35304.40678,21465,21285.9
16.100,86.60,0.075,39334.16577,29005.3,28421.8
16.470,74.50,0.071,34299.59096,20298.6,18891.6
28.610,64.06,4.907,39214.02886,26925.9,27066.6
25.500,57.62,4.908,28933.95349,21429.1,22148.3
13.910,72.30,0.083,43266.83544,26560.5,25515.2
20.550,85.00,0.068,43384.37086,26839.1,25769.4
10.640,62.77,0.090,35823.79747,22690.6,21825.5
20.320,59.19,4.930,43174.51327,21817,24816.8
24.540,84.80,4.917,29469.76744,19067.1,22124.2
15.050,88.70,0.071,25224.61538,20212.8,13006.3
17.400,75.60,0.076,39817.78256,21226.1,26280.7
25.610,44.85,4.906,38683.41842,25234.2,22347.8
9.450,79.10,4.922,28006.15385,23080.2,12329.6
10.750,91.10,0.081,21923.38983,12113.1,14072.9
31.940,54.05,4.910,36358.80399,24520.3,32282.5
13.340,58.14,0.086,22124.74576,13473.6,13690.9
15.830,65.45,0.076,33490.63291,21388.4,16701.7
17.820,78.90,0.081,25092.19672,17342.4,11893.1
15.070,51.82,4.920,25701.26582,14513.1,13752.3
23.400,79.30,0.350,32826.90265,21207.1,14197
8.120,82.80,0.088,23507.22433,18134.4,10481.6
15.590,81.30,0.085,27602.62582,16622,12237.8
24.080,78.60,0.065,45287.28080,30533.5,34241
13.480,67.31,4.910,35127.45763,21607.3,21778
26.080,73.30,4.921,35255.28239,23236.7,25172.9
22.830,67.38,4.917,34654.52954,25842.3,12167.8
19.770,68.31,0.070,36553.84615,29365.3,17447.7
6.893,63.31,0.086,22704.40678,13170.8,14455
23.600,79.80,4.922,37108.67257,22520.6,15826.8
18.120,86.50,4.921,28743.34426,17806.8,16784.5
11.600,84.30,0.089,23297.36170,14934.1,11589.7
18.600,62.01,4.917,22536.39344,13787,12161.3
26.130,67.19,0.260,35553.98230,22535.6,15685.6
9.540,85.80,0.079,34480.67797,21884.5,21697
19.370,79.00,4.921,45865.96721,27440.2,26194
14.990,89.20,0.070,23145.40366,12984.9,15127.3
28.740,30.04,4.921,36381.26915,22683,13194.9
23.450,87.10,4.910,33137.54153,22545.6,28655.4
14.360,67.39,0.083,32790.50847,20969,15589.6
19.180,68.90,0.070,29410.62295,18442.1,13677.1
16.040,81.90,0.072,34863.81055,20206.9,18810.2
17.370,66.59,4.924,27858.46154,22741.7,12404.8
13.960,90.00,0.067,34479.39720,18799.2,19525.8
16.270,91.10,4.918,22851.14754,14192,13589.6
26.580,57.22,0.258,34012.03540,20103.1,15367.8
19.980,84.30,0.068,31165.03311,16630.4,18290.2
20.780,71.70,4.918,33426.88525,21031.6,17402.4
27.140,65.52,4.925,39623.17425,24671.6,22510.3
25.060,54.00,0.071,36772.45033,21281.9,19294.5
16.730,86.50,0.074,38418.46154,32511.6,20177.3
12.810,82.20,0.074,41668.08511,28741.5,25786.5
5.814,83.10,0.085,26053.67089,17576.9,12549.4
24.800,54.61,0.081,31827.06383,19609.8,15462.6
19.230,57.59,0.080,22620.39735,14336.4,11236.4
17.020,78.80,4.924,20773.77049,13292.9,10645.5
21.120,44.11,4.918,29200.00000,22358.7,10432.8
20.900,60.15,4.920,25769.76693,16312.1,16010
21.050,68.29,4.925,35743.47541,22038.4,18661.7
21.170,92.70,4.915,27551.15044,15956.8,12514.3
25.510,65.02,0.272,34681.06195,21102.3,15626.7
12.110,78.00,0.080,24540.45210,13780.4,15697.5
28.730,72.10,4.906,38523.59600,26891.7,27403.6
9.900,88.90,0.083,23335.38462,18319.8,10039.5
16.890,63.50,0.075,35513.92405,23482.1,21513.3
28.180,65.03,4.917,38903.92027,26058.2,29022.9
27.680,56.85,4.904,33882.35294,26074.3,28180.1
17.940,66.72,0.073,30515.58935,25598,9288.84
21.210,61.74,0.069,28363.07692,20882.2,16956.1
16.950,65.95,4.916,23040.00000,18539.3,9796.63
17.670,85.90,4.915,24760.43764,12992.1,9244.01
12.450,56.09,0.085,44500.25316,27731.3,26666
21.550,73.30,4.923,34799.21311,21748.6,17215.9
19.750,70.30,4.921,26146.87090,14922.8,12267
13.760,66.19,0.085,35469.15254,22114.3,21853.3
13.380,78.80,0.082,33101.53846,27130.2,14307.5
11.870,81.50,0.087,22341.44681,12892.7,15276.8
22.490,67.48,0.074,34080.53274,24032.9,26121.6
26.210,40.95,0.322,38478.58407,24414.1,15020.7
19.280,70.40,0.079,35378.42842,19180.4,19473.5
11.270,80.30,0.075,37292.93617,21878,22308.4
26.420,63.22,0.260,36038.23009,21652.4,16085.6
12.200,77.60,0.082,24280.04306,13289.2,15918.5
25.330,62.14,0.069,38997.61589,20585.9,19985.7
17.540,62.87,0.083,29426.22174,18810.2,14690.9
19.430,56.67,0.084,25593.84615,20737.2,8657.35
14.150,63.95,0.086,27619.77186,22052.2,8672.27
25.010,41.57,0.072,31966.42623,19642.1,18055.4
22.560,74.10,4.915,37172.38938,22936,12937.9
14.730,62.60,0.079,34157.28814,20498.5,17320.5
18.690,46.36,0.081,35084.74576,21195.1,16695.3
13.430,43.00,4.918,34309.83051,20414.6,18142.6
28.000,32.49,0.067,32721.83607,21035.3,16166.5
18.150,87.60,4.916,24710.02188,15736.9,10627.1
16.030,84.00,0.075,32098.51453,17002.9,17582.5
19.790,89.10,0.067,23815.62914,14662,12494.8
18.000,88.50,4.916,31175.84245,17611.6,14531.3
18.690,86.60,0.064,26023.86885,15105.9,15880.8
24.080,91.80,4.919,28569.85572,18296.5,16726.3
6.235,84.00,0.082,21000.76046,16764.7,9859.3
18.220,48.80,0.086,24584.61538,21559.1,8402.89
8.810,93.10,0.083,23008.36502,18598.3,6949.34
16.420,78.70,0.073,32290.72121,14359.7,17728
20.270,48.21,0.081,22712.65574,13872.4,13525.5
21.140,77.40,4.926,47080.35398,32269,16962.3
8.030,88.70,0.080,23123.95437,14444.9,9991.84
19.760,56.90,4.915,37421.61702,21662.2,20409.7
24.190,49.35,0.071,35088.78689,21369.7,17728.9
21.320,59.45,0.080,45740.06557,27120.7,26526.3
20.090,88.60,0.246,25920.00000,17361.4,8351.12
14.260,55.93,0.081,27402.71186,18160.5,13285.6
25.480,79.80,4.907,40932.35880,28993.7,37717.2
19.530,54.15,4.922,31739.80328,22090.4,14802.3
13.270,77.50,4.918,24552.47265,13492.5,9850.94
15.980,88.00,0.067,26716.72766,19580,20264.7
12.810,71.70,4.913,24602.03390,14462,15172.8
19.390,74.10,0.069,24147.69231,19777.7,12780.7
18.650,63.40,0.080,43227.90097,26318.1,25361.5
21.380,55.29,4.928,42734.86726,22329.7,25405.2
20.800,65.74,4.918,30457.41794,25132.8,10924.7
22.870,71.60,4.918,34673.43545,23388.8,11625
10.580,86.40,0.083,22353.70213,13137.8,13772.9
16.140,86.30,0.070,32619.33262,28066.8,25192.7
34.520,30.58,4.910,37028.57143,24797.5,27552.8
10.780,73.40,4.921,35889.23077,30019.8,15412
13.450,86.10,4.921,24416.44779,13967.4,15726.5
26.990,32.61,4.908,29484.03996,20664.8,21138.1
16.930,67.16,0.074,31902.66160,25362.4,9490.52
20.710,83.20,0.658,26956.29139,16589.2,12175.8
9.860,67.53,0.082,22474.93671,13240.1,10438.6
12.180,87.20,0.074,38485.17110,33915.9,15817.5
7.320,89.40,0.072,22082.03390,13178.1,13824
22.310,75.80,0.071,31012.45033,19201.2,14432.5
19.500,69.49,4.917,26449.36543,15322.4,12506.3
24.180,50.08,0.071,35239.86885,21458.8,18131.2
15.810,68.36,4.916,32743.29114,20611.6,16748
14.530,71.90,0.074,36234.05813,20049.3,19729.5
8.680,66.44,4.912,26798.64407,16026.7,16446.4
25.270,40.75,4.910,43203.19645,30008.9,34764.6
21.100,49.17,0.084,31956.92308,25635.1,10745.1
27.090,44.95,0.077,29335.81395,19583.5,24377.6
10.790,48.60,0.080,22217.49049,19135.9,7427.61
14.980,85.10,0.082,34287.19053,19466.4,22615.3
15.810,68.02,4.922,27532.30769,20897.1,7587.47
13.240,72.90,4.919,24400.00000,18624.8,10646.7
21.680,83.80,4.917,44372.38938,25140.1,21163.1
11.360,88.00,0.078,20584.71475,10385.7,14213.8
15.130,70.50,4.916,26958.58407,14022,13155.6
14.930,52.10,4.916,36882.38298,21091.5,22970.3
19.010,66.23,4.925,46251.57447,23517.1,25165.2
24.290,56.42,0.081,35265.82057,21853.9,13189.1
18.400,90.10,4.918,24777.44262,14578.3,14038.5
25.150,92.60,4.913,24056.47059,16506,16479.5
15.030,87.20,0.067,43240.30140,23554,28026.2
22.360,75.60,4.904,34260.19934,23707.6,30444.9
23.810,64.42,0.276,43340.17699,24926.8,21986.8
25.880,65.76,0.301,34317.87611,22034.1,16797.5
13.530,90.30,0.067,24354.44564,11855.8,15604.4
24.380,61.32,0.055,37268.34437,22591.7,21131.8
12.430,53.31,0.085,30609.23077,25746.7,13370.6
23.930,86.30,4.911,29890.76412,19594.9,23256.9
24.420,51.52,0.268,46704.42478,27819.5,21798.6
8.900,52.05,0.083,39221.69492,22548.3,25054.6
21.370,65.00,0.093,41800.96280,25853.5,18447.2
20.130,63.89,0.124,33173.56674,20558.1,14934
25.630,43.81,0.082,31165.27660,17740.2,16664.5
11.350,71.60,0.089,27437.26236,21301,7444.9
11.730,69.13,4.920,21575.69620,12539.8,14481
17.510,49.77,0.084,31998.63830,18135.4,17221.9
21.340,81.70,0.081,31591.77243,26234.4,14023.6
15.320,63.35,0.080,24315.25424,15275.4,11439
12.320,62.80,0.084,44002.02532,27625.5,26752.8
17.670,78.50,0.070,22725.24590,10811.1,12511.1
16.560,53.50,0.082,33362.73764,27707.9,10971.4
16.850,64.85,4.917,34420.25316,20290.6,15984.6
12.390,74.20,4.917,34481.01266,20990.9,22120.5
19.950,71.40,4.918,25214.17943,16749,10837.2
21.230,54.55,4.918,44572.59574,26967.1,25467.1
24.400,43.09,0.081,33395.74468,21376.8,16310.3
25.470,56.20,4.918,35063.60656,21436.5,17583.2
6.874,86.30,0.089,22705.82278,14589.7,11739.8
14.160,53.74,4.918,26066.44068,15724,16371.1
13.620,86.40,4.915,27169.23077,19833.5,17268.4
18.500,44.06,0.088,38236.59574,22522,17274.2
34.250,21.41,4.919,40460.33223,27113.9,28739.7
16.470,82.60,4.917,23852.95405,17966.4,11444.1
18.450,85.70,4.919,37808.26230,23394.4,23086.6
13.110,86.00,0.074,25046.15385,20153.3,10947.5
22.920,55.34,0.071,32898.46154,27148.8,11496.9
16.770,53.97,4.915,28945.82278,16249.2,16296.9
20.370,63.49,4.921,29193.84615,21235.5,11774.5
12.280,75.20,0.073,22615.38462,18104.1,9669.4
13.020,74.10,0.086,40313.92405,25473.6,24115.7
18.220,67.43,0.082,37523.70291,17083.5,21323.6
20.540,81.30,4.917,25699.93355,15998.7,20129.9
25.760,80.90,4.927,36573.76249,22770.9,23437.2
19.070,52.09,0.080,30652.30769,25501.2,9952.77
29.760,41.72,4.905,43337.14286,30740.5,29950.8
15.870,76.80,4.918,23893.80531,14538.5,8778.26
25.370,54.26,0.080,36129.19037,23235.7,13329.1
15.640,84.20,4.928,38000.00000,28945,17332
13.860,48.73,0.080,42412.88136,24229.8,25349.8
19.860,70.80,4.916,24999.91247,16954.4,12576.3
7.360,78.10,0.085,22888.10127,14210.3,14619.8
22.880,30.70,0.085,32997.54575,19528.7,17751.3
27.490,37.23,4.921,34333.37705,22926.3,17752.2
24.770,58.19,4.924,46495.53829,27306,22606.6
12.260,77.80,0.075,38947.11864,23048,24273
6.706,89.80,0.071,22332.20339,13539.2,14235
13.450,62.02,4.923,34339.40426,19982.9,21065.8
9.080,54.44,0.090,38983.72881,23142.9,25112.4
25.340,46.02,0.079,36488.40263,22332,13574.2
9.180,59.89,4.917,22030.76923,18074.4,7570.12
14.520,71.50,0.083,33370.16949,23416.4,17644.7
11.480,85.50,0.069,22794.89362,13931.7,13801.9
20.730,66.03,0.086,24804.55142,19523.7,12068.6
11.560,63.67,0.086,42592.40506,26797.6,25139.3
20.580,71.20,4.918,29203.32604,21185.5,10708.8
21.570,57.12,4.922,30174.47281,19737.3,21168.2
